"","county","party","race","hisp","gender","age","total_voters","freq"
"464","ALAMANCE","UNA","B","UN","M","18-25",93,NA
"465","ALAMANCE","UNA","B","UN","M","26-40",135,NA
"466","ALAMANCE","UNA","B","UN","M","41-65",146,NA
"467","ALAMANCE","UNA","B","UN","M","66+",20,NA
"468","ALAMANCE","UNA","B","UN","U","18-25",4,NA
"469","ALAMANCE","UNA","B","UN","U","26-40",4,NA
"470","ALAMANCE","UNA","B","UN","U","41-65",10,NA
"471","ALAMANCE","UNA","I","HL","F","18-25",1,26
"472","ALAMANCE","UNA","I","HL","F","26-40",1,77
"473","ALAMANCE","UNA","I","HL","F","41-65",1,27
"474","ALAMANCE","UNA","I","HL","M","26-40",2,62
"475","ALAMANCE","UNA","I","HL","M","41-65",1,43
"476","ALAMANCE","UNA","I","NL","F","18-25",7,33
"477","ALAMANCE","UNA","I","NL","F","26-40",9,51
"478","ALAMANCE","UNA","I","NL","F","41-65",6,105
"479","ALAMANCE","UNA","I","NL","F","66+",3,36
"480","ALAMANCE","UNA","I","NL","M","18-25",5,25
"481","ALAMANCE","UNA","I","NL","M","26-40",6,46
"482","ALAMANCE","UNA","I","NL","M","41-65",12,100
"483","ALAMANCE","UNA","I","UN","F","26-40",4,NA
"484","ALAMANCE","UNA","I","UN","F","41-65",5,NA
"485","ALAMANCE","UNA","I","UN","M","18-25",3,NA
"486","ALAMANCE","UNA","I","UN","M","26-40",6,NA
"487","ALAMANCE","UNA","I","UN","M","41-65",7,NA
"488","ALAMANCE","UNA","I","UN","U","26-40",1,NA
"489","ALAMANCE","UNA","I","UN","U","66+",1,NA
"490","ALAMANCE","UNA","M","HL","F","18-25",22,61
"491","ALAMANCE","UNA","M","HL","F","26-40",18,93
"492","ALAMANCE","UNA","M","HL","F","41-65",4,75
"493","ALAMANCE","UNA","M","HL","M","18-25",16,64
"494","ALAMANCE","UNA","M","HL","M","26-40",14,96
"495","ALAMANCE","UNA","M","HL","M","41-65",9,71
"496","ALAMANCE","UNA","M","HL","U","18-25",1,NA
"497","ALAMANCE","UNA","M","HL","U","26-40",1,NA
"498","ALAMANCE","UNA","M","NL","F","18-25",30,167
"499","ALAMANCE","UNA","M","NL","F","26-40",25,125
"500","ALAMANCE","UNA","M","NL","F","41-65",8,159
"501","ALAMANCE","UNA","M","NL","M","18-25",22,126
"502","ALAMANCE","UNA","M","NL","M","26-40",18,137
"503","ALAMANCE","UNA","M","NL","M","41-65",10,155
"504","ALAMANCE","UNA","M","NL","M","66+",2,27
"505","ALAMANCE","UNA","M","UN","F","18-25",16,NA
"506","ALAMANCE","UNA","M","UN","F","26-40",26,NA
"507","ALAMANCE","UNA","M","UN","F","41-65",12,NA
"508","ALAMANCE","UNA","M","UN","M","18-25",14,NA
"509","ALAMANCE","UNA","M","UN","M","26-40",16,NA
"510","ALAMANCE","UNA","M","UN","M","41-65",9,NA
"511","ALAMANCE","UNA","M","UN","U","18-25",1,NA
"512","ALAMANCE","UNA","M","UN","U","26-40",1,NA
"513","ALAMANCE","UNA","O","HL","F","18-25",68,629
"514","ALAMANCE","UNA","O","HL","F","26-40",93,1229
"515","ALAMANCE","UNA","O","HL","F","41-65",41,621
"516","ALAMANCE","UNA","O","HL","F","66+",3,41
"517","ALAMANCE","UNA","O","HL","M","18-25",80,672
"518","ALAMANCE","UNA","O","HL","M","26-40",56,1379
"519","ALAMANCE","UNA","O","HL","M","41-65",57,762
"520","ALAMANCE","UNA","O","HL","M","66+",6,51
"521","ALAMANCE","UNA","O","HL","U","18-25",1,NA
"522","ALAMANCE","UNA","O","HL","U","41-65",1,NA
"523","ALAMANCE","UNA","O","NL","F","18-25",27,27
"524","ALAMANCE","UNA","O","NL","F","26-40",35,31
"525","ALAMANCE","UNA","O","NL","F","41-65",48,25
"526","ALAMANCE","UNA","O","NL","F","66+",7,2
"527","ALAMANCE","UNA","O","NL","M","18-25",37,19
"528","ALAMANCE","UNA","O","NL","M","26-40",45,22
"529","ALAMANCE","UNA","O","NL","M","41-65",62,19
"530","ALAMANCE","UNA","O","NL","M","66+",12,1
"531","ALAMANCE","UNA","O","UN","F","18-25",9,NA
"532","ALAMANCE","UNA","O","UN","F","26-40",23,NA
"533","ALAMANCE","UNA","O","UN","F","41-65",19,NA
"534","ALAMANCE","UNA","O","UN","F","66+",3,NA
"535","ALAMANCE","UNA","O","UN","M","18-25",6,NA
"536","ALAMANCE","UNA","O","UN","M","26-40",15,NA
"537","ALAMANCE","UNA","O","UN","M","41-65",14,NA
"538","ALAMANCE","UNA","O","UN","M","66+",1,NA
"539","ALAMANCE","UNA","O","UN","U","26-40",2,NA
"540","ALAMANCE","UNA","O","UN","U","41-65",1,NA
"541","ALAMANCE","UNA","U","HL","F","18-25",76,NA
"542","ALAMANCE","UNA","U","HL","F","26-40",59,NA
"543","ALAMANCE","UNA","U","HL","F","41-65",52,NA
"544","ALAMANCE","UNA","U","HL","F","66+",6,NA
"545","ALAMANCE","UNA","U","HL","M","18-25",44,NA
"546","ALAMANCE","UNA","U","HL","M","26-40",33,NA
"547","ALAMANCE","UNA","U","HL","M","41-65",60,NA
"548","ALAMANCE","UNA","U","HL","M","66+",7,NA
"549","ALAMANCE","UNA","U","HL","U","18-25",5,NA
"550","ALAMANCE","UNA","U","HL","U","26-40",3,NA
"551","ALAMANCE","UNA","U","HL","U","41-65",4,NA
"552","ALAMANCE","UNA","U","NL","F","18-25",5,NA
"553","ALAMANCE","UNA","U","NL","F","26-40",9,NA
"554","ALAMANCE","UNA","U","NL","F","41-65",13,NA
"555","ALAMANCE","UNA","U","NL","F","66+",2,NA
"556","ALAMANCE","UNA","U","NL","M","18-25",3,NA
"557","ALAMANCE","UNA","U","NL","M","26-40",10,NA
"558","ALAMANCE","UNA","U","NL","M","41-65",11,NA
"559","ALAMANCE","UNA","U","NL","M","66+",3,NA
"560","ALAMANCE","UNA","U","NL","U","18-25",1,NA
"561","ALAMANCE","UNA","U","NL","U","26-40",1,NA
"562","ALAMANCE","UNA","U","UN","F","18-25",64,NA
"563","ALAMANCE","UNA","U","UN","F","26-40",104,NA
"564","ALAMANCE","UNA","U","UN","F","41-65",123,NA
"565","ALAMANCE","UNA","U","UN","F","66+",38,NA
"566","ALAMANCE","UNA","U","UN","M","18-25",64,NA
"567","ALAMANCE","UNA","U","UN","M","26-40",94,NA
"568","ALAMANCE","UNA","U","UN","M","41-65",116,NA
"569","ALAMANCE","UNA","U","UN","M","66+",29,NA
"570","ALAMANCE","UNA","U","UN","U","18-25",603,NA
"571","ALAMANCE","UNA","U","UN","U","26-40",334,NA
"572","ALAMANCE","UNA","U","UN","U","41-65",322,NA
"573","ALAMANCE","UNA","U","UN","U","66+",66,NA
"574","ALAMANCE","UNA","W","HL","F","18-25",42,382
"575","ALAMANCE","UNA","W","HL","F","26-40",40,710
"576","ALAMANCE","UNA","W","HL","F","41-65",39,501
"577","ALAMANCE","UNA","W","HL","F","66+",6,77
"578","ALAMANCE","UNA","W","HL","M","18-25",35,326
"579","ALAMANCE","UNA","W","HL","M","26-40",31,762
"580","ALAMANCE","UNA","W","HL","M","41-65",30,535
"581","ALAMANCE","UNA","W","HL","M","66+",5,59
"582","ALAMANCE","UNA","W","NL","F","18-25",1265,6214
"583","ALAMANCE","UNA","W","NL","F","26-40",2735,8927
"584","ALAMANCE","UNA","W","NL","F","41-65",3801,18706
"585","ALAMANCE","UNA","W","NL","F","66+",1546,10134
"586","ALAMANCE","UNA","W","NL","M","18-25",1190,5432
"587","ALAMANCE","UNA","W","NL","M","26-40",2283,8192
"588","ALAMANCE","UNA","W","NL","M","41-65",3510,17439
"589","ALAMANCE","UNA","W","NL","M","66+",1351,7044
"590","ALAMANCE","UNA","W","NL","U","18-25",25,NA
"591","ALAMANCE","UNA","W","NL","U","26-40",12,NA
"592","ALAMANCE","UNA","W","NL","U","41-65",9,NA
"593","ALAMANCE","UNA","W","NL","U","66+",4,NA
"594","ALAMANCE","UNA","W","UN","F","18-25",326,NA
"595","ALAMANCE","UNA","W","UN","F","26-40",544,NA
"596","ALAMANCE","UNA","W","UN","F","41-65",667,NA
"597","ALAMANCE","UNA","W","UN","F","66+",289,NA
"598","ALAMANCE","UNA","W","UN","M","18-25",267,NA
"599","ALAMANCE","UNA","W","UN","M","26-40",531,NA
"600","ALAMANCE","UNA","W","UN","M","41-65",721,NA
"601","ALAMANCE","UNA","W","UN","M","66+",252,NA
"602","ALAMANCE","UNA","W","UN","U","18-25",20,NA
"603","ALAMANCE","UNA","W","UN","U","26-40",26,NA
"604","ALAMANCE","UNA","W","UN","U","41-65",26,NA
"605","ALAMANCE","UNA","W","UN","U","66+",5,NA
"606","ALEXANDER","DEM","A","NL","F","18-25",2,30
"607","ALEXANDER","DEM","A","NL","F","26-40",5,33
"608","ALEXANDER","DEM","A","NL","F","41-65",4,44
"609","ALEXANDER","DEM","A","NL","F","66+",2,10
"610","ALEXANDER","DEM","A","NL","M","18-25",8,41
"611","ALEXANDER","DEM","A","NL","M","26-40",6,30
"612","ALEXANDER","DEM","A","NL","M","41-65",2,41
"613","ALEXANDER","DEM","A","UN","F","26-40",1,NA
"614","ALEXANDER","DEM","A","UN","F","41-65",1,NA
"615","ALEXANDER","DEM","A","UN","M","26-40",4,NA
"616","ALEXANDER","DEM","A","UN","M","41-65",2,NA
"617","ALEXANDER","DEM","A","UN","M","66+",1,NA
"618","ALEXANDER","DEM","A","UN","U","41-65",1,NA
"619","ALEXANDER","DEM","B","HL","F","26-40",1,3
"620","ALEXANDER","DEM","B","HL","F","41-65",1,0
"621","ALEXANDER","DEM","B","HL","M","18-25",1,1
"622","ALEXANDER","DEM","B","NL","F","18-25",25,64
"623","ALEXANDER","DEM","B","NL","F","26-40",77,119
"624","ALEXANDER","DEM","B","NL","F","41-65",168,290
"625","ALEXANDER","DEM","B","NL","F","66+",128,144
"626","ALEXANDER","DEM","B","NL","M","18-25",22,142
"627","ALEXANDER","DEM","B","NL","M","26-40",62,423
"628","ALEXANDER","DEM","B","NL","M","41-65",142,403
"629","ALEXANDER","DEM","B","NL","M","66+",77,96
"630","ALEXANDER","DEM","B","UN","F","18-25",4,NA
"631","ALEXANDER","DEM","B","UN","F","26-40",15,NA
"632","ALEXANDER","DEM","B","UN","F","41-65",32,NA
"633","ALEXANDER","DEM","B","UN","F","66+",12,NA
"634","ALEXANDER","DEM","B","UN","M","18-25",3,NA
"635","ALEXANDER","DEM","B","UN","M","26-40",18,NA
"636","ALEXANDER","DEM","B","UN","M","41-65",30,NA
"637","ALEXANDER","DEM","B","UN","M","66+",8,NA
"638","ALEXANDER","DEM","B","UN","U","26-40",1,NA
"639","ALEXANDER","DEM","B","UN","U","41-65",4,NA
"640","ALEXANDER","DEM","B","UN","U","66+",1,NA
"641","ALEXANDER","DEM","I","NL","F","26-40",1,9
"642","ALEXANDER","DEM","I","NL","F","41-65",2,15
"643","ALEXANDER","DEM","I","NL","M","41-65",1,26
"644","ALEXANDER","DEM","I","NL","M","66+",1,6
"645","ALEXANDER","DEM","I","UN","U","41-65",1,NA
"646","ALEXANDER","DEM","M","HL","F","18-25",1,2
"647","ALEXANDER","DEM","M","HL","F","41-65",1,2
"648","ALEXANDER","DEM","M","HL","M","18-25",1,5
"649","ALEXANDER","DEM","M","HL","M","26-40",1,8
"650","ALEXANDER","DEM","M","NL","F","18-25",1,13
"651","ALEXANDER","DEM","M","NL","F","26-40",3,23
"652","ALEXANDER","DEM","M","NL","F","41-65",3,40
"653","ALEXANDER","DEM","M","NL","M","18-25",1,23
"654","ALEXANDER","DEM","M","NL","M","26-40",2,21
"655","ALEXANDER","DEM","M","NL","M","41-65",1,28
"656","ALEXANDER","DEM","M","NL","M","66+",1,9
"657","ALEXANDER","DEM","M","UN","F","26-40",1,NA
"658","ALEXANDER","DEM","O","HL","F","18-25",15,46
"659","ALEXANDER","DEM","O","HL","F","26-40",6,100
"660","ALEXANDER","DEM","O","HL","F","41-65",6,54
"661","ALEXANDER","DEM","O","HL","F","66+",2,2
"662","ALEXANDER","DEM","O","HL","M","18-25",19,55
"663","ALEXANDER","DEM","O","HL","M","26-40",4,147
"664","ALEXANDER","DEM","O","HL","M","41-65",10,85
"665","ALEXANDER","DEM","O","HL","M","66+",3,3
"666","ALEXANDER","DEM","O","HL","U","41-65",2,NA
"667","ALEXANDER","DEM","O","NL","F","18-25",1,0
"668","ALEXANDER","DEM","O","NL","F","26-40",3,1
"669","ALEXANDER","DEM","O","NL","F","41-65",6,7
"670","ALEXANDER","DEM","O","NL","F","66+",6,1
"671","ALEXANDER","DEM","O","NL","M","18-25",1,2
"672","ALEXANDER","DEM","O","NL","M","26-40",4,2
"673","ALEXANDER","DEM","O","NL","M","41-65",10,2
"674","ALEXANDER","DEM","O","NL","M","66+",3,0
"675","ALEXANDER","DEM","O","UN","F","18-25",1,NA
"676","ALEXANDER","DEM","O","UN","F","26-40",1,NA
"677","ALEXANDER","DEM","O","UN","F","66+",1,NA
"678","ALEXANDER","DEM","O","UN","M","26-40",2,NA
"679","ALEXANDER","DEM","U","HL","F","18-25",3,NA
"680","ALEXANDER","DEM","U","HL","F","26-40",1,NA
"681","ALEXANDER","DEM","U","HL","F","41-65",1,NA
"682","ALEXANDER","DEM","U","HL","M","18-25",3,NA
"683","ALEXANDER","DEM","U","HL","M","26-40",3,NA
"684","ALEXANDER","DEM","U","HL","M","41-65",6,NA
"685","ALEXANDER","DEM","U","HL","M","66+",1,NA
"686","ALEXANDER","DEM","U","HL","U","18-25",1,NA
"687","ALEXANDER","DEM","U","NL","F","41-65",1,NA
"688","ALEXANDER","DEM","U","NL","F","66+",1,NA
"689","ALEXANDER","DEM","U","NL","M","18-25",1,NA
"690","ALEXANDER","DEM","U","NL","M","66+",1,NA
"691","ALEXANDER","DEM","U","NL","U","26-40",1,NA
"692","ALEXANDER","DEM","U","UN","F","26-40",4,NA
"693","ALEXANDER","DEM","U","UN","F","41-65",4,NA
"694","ALEXANDER","DEM","U","UN","F","66+",1,NA
"695","ALEXANDER","DEM","U","UN","M","18-25",1,NA
"696","ALEXANDER","DEM","U","UN","M","26-40",3,NA
"697","ALEXANDER","DEM","U","UN","M","41-65",4,NA
"698","ALEXANDER","DEM","U","UN","U","18-25",3,NA
"699","ALEXANDER","DEM","U","UN","U","26-40",3,NA
"700","ALEXANDER","DEM","U","UN","U","41-65",6,NA
"701","ALEXANDER","DEM","U","UN","U","66+",1,NA
"702","ALEXANDER","DEM","W","HL","F","18-25",1,27
"703","ALEXANDER","DEM","W","HL","F","26-40",3,76
"704","ALEXANDER","DEM","W","HL","F","41-65",3,58
"705","ALEXANDER","DEM","W","HL","F","66+",1,21
"706","ALEXANDER","DEM","W","HL","M","26-40",1,74
"707","ALEXANDER","DEM","W","HL","M","41-65",1,65
"708","ALEXANDER","DEM","W","NL","F","18-25",127,1319
"709","ALEXANDER","DEM","W","NL","F","26-40",373,2947
"710","ALEXANDER","DEM","W","NL","F","41-65",1212,6022
"711","ALEXANDER","DEM","W","NL","F","66+",965,2718
"712","ALEXANDER","DEM","W","NL","M","18-25",143,1314
"713","ALEXANDER","DEM","W","NL","M","26-40",321,3102
"714","ALEXANDER","DEM","W","NL","M","41-65",1059,6069
"715","ALEXANDER","DEM","W","NL","M","66+",790,2177
"716","ALEXANDER","DEM","W","NL","U","18-25",2,NA
"717","ALEXANDER","DEM","W","NL","U","26-40",3,NA
"718","ALEXANDER","DEM","W","NL","U","41-65",4,NA
"719","ALEXANDER","DEM","W","NL","U","66+",1,NA
"720","ALEXANDER","DEM","W","UN","F","18-25",18,NA
"721","ALEXANDER","DEM","W","UN","F","26-40",49,NA
"722","ALEXANDER","DEM","W","UN","F","41-65",134,NA
"723","ALEXANDER","DEM","W","UN","F","66+",73,NA
"724","ALEXANDER","DEM","W","UN","M","18-25",17,NA
"725","ALEXANDER","DEM","W","UN","M","26-40",44,NA
"726","ALEXANDER","DEM","W","UN","M","41-65",99,NA
"727","ALEXANDER","DEM","W","UN","M","66+",45,NA
"728","ALEXANDER","DEM","W","UN","U","26-40",3,NA
"729","ALEXANDER","DEM","W","UN","U","41-65",9,NA
"730","ALEXANDER","DEM","W","UN","U","66+",1,NA
"731","ALEXANDER","LIB","I","UN","M","41-65",1,NA
"732","ALEXANDER","LIB","O","HL","M","26-40",1,147
"733","ALEXANDER","LIB","W","HL","M","41-65",1,65
"734","ALEXANDER","LIB","W","NL","F","18-25",3,1319
"735","ALEXANDER","LIB","W","NL","F","26-40",8,2947
"736","ALEXANDER","LIB","W","NL","F","41-65",7,6022
"737","ALEXANDER","LIB","W","NL","F","66+",2,2718
"738","ALEXANDER","LIB","W","NL","M","18-25",12,1314
"739","ALEXANDER","LIB","W","NL","M","26-40",9,3102
"740","ALEXANDER","LIB","W","NL","M","41-65",10,6069
"741","ALEXANDER","LIB","W","NL","M","66+",2,2177
"742","ALEXANDER","LIB","W","NL","U","18-25",1,NA
"743","ALEXANDER","LIB","W","UN","F","26-40",1,NA
"744","ALEXANDER","LIB","W","UN","F","41-65",1,NA
"745","ALEXANDER","LIB","W","UN","F","66+",1,NA
"746","ALEXANDER","LIB","W","UN","M","18-25",1,NA
"747","ALEXANDER","LIB","W","UN","M","26-40",7,NA
"748","ALEXANDER","LIB","W","UN","M","41-65",3,NA
"749","ALEXANDER","REP","A","NL","F","18-25",2,30
"750","ALEXANDER","REP","A","NL","F","26-40",3,33
"751","ALEXANDER","REP","A","NL","F","41-65",1,44
"752","ALEXANDER","REP","A","NL","M","18-25",2,41
"753","ALEXANDER","REP","A","NL","M","41-65",1,41
"754","ALEXANDER","REP","A","UN","F","41-65",1,NA
"755","ALEXANDER","REP","A","UN","M","18-25",1,NA
"756","ALEXANDER","REP","A","UN","M","26-40",3,NA
"757","ALEXANDER","REP","A","UN","M","66+",1,NA
"758","ALEXANDER","REP","B","NL","F","18-25",4,64
"759","ALEXANDER","REP","B","NL","F","26-40",3,119
"760","ALEXANDER","REP","B","NL","F","41-65",4,290
"761","ALEXANDER","REP","B","NL","F","66+",3,144
"762","ALEXANDER","REP","B","NL","M","18-25",1,142
"763","ALEXANDER","REP","B","NL","M","26-40",2,423
"764","ALEXANDER","REP","B","NL","M","41-65",6,403
"765","ALEXANDER","REP","B","NL","M","66+",3,96
"766","ALEXANDER","REP","B","UN","F","41-65",1,NA
"767","ALEXANDER","REP","B","UN","M","41-65",2,NA
"768","ALEXANDER","REP","B","UN","M","66+",1,NA
"769","ALEXANDER","REP","I","NL","F","26-40",1,9
"770","ALEXANDER","REP","I","NL","F","41-65",2,15
"771","ALEXANDER","REP","I","NL","M","41-65",2,26
"772","ALEXANDER","REP","I","NL","M","66+",2,6
"773","ALEXANDER","REP","I","UN","F","41-65",1,NA
"774","ALEXANDER","REP","I","UN","M","26-40",1,NA
"775","ALEXANDER","REP","I","UN","M","41-65",1,NA
"776","ALEXANDER","REP","M","HL","F","18-25",1,2
"777","ALEXANDER","REP","M","HL","F","26-40",2,5
"778","ALEXANDER","REP","M","HL","M","18-25",1,5
"779","ALEXANDER","REP","M","NL","F","26-40",1,23
"780","ALEXANDER","REP","M","NL","F","41-65",1,40
"781","ALEXANDER","REP","M","NL","M","18-25",2,23
"782","ALEXANDER","REP","M","NL","M","26-40",1,21
"783","ALEXANDER","REP","M","NL","M","41-65",2,28
"784","ALEXANDER","REP","M","UN","F","18-25",4,NA
"785","ALEXANDER","REP","M","UN","M","18-25",1,NA
"786","ALEXANDER","REP","O","HL","F","18-25",2,46
"787","ALEXANDER","REP","O","HL","F","26-40",2,100
"788","ALEXANDER","REP","O","HL","F","41-65",2,54
"789","ALEXANDER","REP","O","HL","F","66+",3,2
"790","ALEXANDER","REP","O","HL","M","18-25",4,55
"791","ALEXANDER","REP","O","HL","M","26-40",3,147
"792","ALEXANDER","REP","O","HL","M","41-65",7,85
"793","ALEXANDER","REP","O","HL","M","66+",2,3
"794","ALEXANDER","REP","O","NL","F","18-25",1,0
"795","ALEXANDER","REP","O","NL","F","41-65",4,7
"796","ALEXANDER","REP","O","NL","F","66+",3,1
"797","ALEXANDER","REP","O","NL","M","18-25",1,2
"798","ALEXANDER","REP","O","NL","M","26-40",1,2
"799","ALEXANDER","REP","O","NL","M","41-65",8,2
"800","ALEXANDER","REP","O","NL","M","66+",2,0
"801","ALEXANDER","REP","O","UN","F","26-40",2,NA
"802","ALEXANDER","REP","U","HL","F","18-25",1,NA
"803","ALEXANDER","REP","U","HL","F","41-65",2,NA
"804","ALEXANDER","REP","U","HL","M","41-65",2,NA
"805","ALEXANDER","REP","U","NL","F","18-25",1,NA
"806","ALEXANDER","REP","U","NL","F","66+",1,NA
"807","ALEXANDER","REP","U","NL","M","26-40",3,NA
"808","ALEXANDER","REP","U","NL","M","41-65",1,NA
"809","ALEXANDER","REP","U","UN","F","18-25",4,NA
"810","ALEXANDER","REP","U","UN","F","26-40",10,NA
"811","ALEXANDER","REP","U","UN","F","41-65",16,NA
"812","ALEXANDER","REP","U","UN","F","66+",2,NA
"813","ALEXANDER","REP","U","UN","M","18-25",6,NA
"814","ALEXANDER","REP","U","UN","M","26-40",12,NA
"815","ALEXANDER","REP","U","UN","M","41-65",13,NA
"816","ALEXANDER","REP","U","UN","M","66+",1,NA
"817","ALEXANDER","REP","U","UN","U","18-25",2,NA
"818","ALEXANDER","REP","U","UN","U","26-40",10,NA
"819","ALEXANDER","REP","U","UN","U","41-65",10,NA
"820","ALEXANDER","REP","U","UN","U","66+",4,NA
"821","ALEXANDER","REP","W","HL","F","18-25",1,27
"822","ALEXANDER","REP","W","HL","F","26-40",6,76
"823","ALEXANDER","REP","W","HL","F","41-65",4,58
"824","ALEXANDER","REP","W","HL","F","66+",1,21
"825","ALEXANDER","REP","W","HL","M","18-25",1,27
"826","ALEXANDER","REP","W","HL","M","26-40",4,74
"827","ALEXANDER","REP","W","HL","M","41-65",5,65
"828","ALEXANDER","REP","W","HL","M","66+",2,5
"829","ALEXANDER","REP","W","NL","F","18-25",358,1319
"830","ALEXANDER","REP","W","NL","F","26-40",848,2947
"831","ALEXANDER","REP","W","NL","F","41-65",2300,6022
"832","ALEXANDER","REP","W","NL","F","66+",1263,2718
"833","ALEXANDER","REP","W","NL","M","18-25",446,1314
"834","ALEXANDER","REP","W","NL","M","26-40",849,3102
"835","ALEXANDER","REP","W","NL","M","41-65",2252,6069
"836","ALEXANDER","REP","W","NL","M","66+",1097,2177
"837","ALEXANDER","REP","W","NL","U","18-25",3,NA
"838","ALEXANDER","REP","W","NL","U","26-40",5,NA
"839","ALEXANDER","REP","W","NL","U","41-65",7,NA
"840","ALEXANDER","REP","W","NL","U","66+",2,NA
"841","ALEXANDER","REP","W","UN","F","18-25",56,NA
"842","ALEXANDER","REP","W","UN","F","26-40",104,NA
"843","ALEXANDER","REP","W","UN","F","41-65",249,NA
"844","ALEXANDER","REP","W","UN","F","66+",119,NA
"845","ALEXANDER","REP","W","UN","M","18-25",71,NA
"846","ALEXANDER","REP","W","UN","M","26-40",134,NA
"847","ALEXANDER","REP","W","UN","M","41-65",248,NA
"848","ALEXANDER","REP","W","UN","M","66+",73,NA
"849","ALEXANDER","REP","W","UN","U","18-25",4,NA
"850","ALEXANDER","REP","W","UN","U","26-40",6,NA
"851","ALEXANDER","REP","W","UN","U","41-65",13,NA
"852","ALEXANDER","REP","W","UN","U","66+",2,NA
"853","ALEXANDER","UNA","A","NL","F","18-25",11,30
"854","ALEXANDER","UNA","A","NL","F","26-40",14,33
"855","ALEXANDER","UNA","A","NL","F","41-65",7,44
"856","ALEXANDER","UNA","A","NL","F","66+",2,10
"857","ALEXANDER","UNA","A","NL","M","18-25",17,41
"858","ALEXANDER","UNA","A","NL","M","26-40",9,30
"859","ALEXANDER","UNA","A","NL","M","41-65",5,41
"860","ALEXANDER","UNA","A","NL","M","66+",1,8
"861","ALEXANDER","UNA","A","UN","F","18-25",1,NA
"862","ALEXANDER","UNA","A","UN","F","26-40",4,NA
"863","ALEXANDER","UNA","A","UN","F","41-65",1,NA
"864","ALEXANDER","UNA","A","UN","M","18-25",3,NA
"865","ALEXANDER","UNA","A","UN","M","41-65",4,NA
"866","ALEXANDER","UNA","B","NL","F","18-25",14,64
"867","ALEXANDER","UNA","B","NL","F","26-40",16,119
"868","ALEXANDER","UNA","B","NL","F","41-65",17,290
"869","ALEXANDER","UNA","B","NL","F","66+",10,144
"870","ALEXANDER","UNA","B","NL","M","18-25",14,142
"871","ALEXANDER","UNA","B","NL","M","26-40",27,423
"872","ALEXANDER","UNA","B","NL","M","41-65",21,403
"873","ALEXANDER","UNA","B","NL","M","66+",1,96
"874","ALEXANDER","UNA","B","UN","F","26-40",3,NA
"875","ALEXANDER","UNA","B","UN","F","41-65",7,NA
"876","ALEXANDER","UNA","B","UN","F","66+",1,NA
"877","ALEXANDER","UNA","B","UN","M","18-25",4,NA
"878","ALEXANDER","UNA","B","UN","M","26-40",4,NA
"879","ALEXANDER","UNA","B","UN","M","41-65",5,NA
"880","ALEXANDER","UNA","B","UN","U","41-65",1,NA
"881","ALEXANDER","UNA","I","NL","F","41-65",4,15
"882","ALEXANDER","UNA","I","NL","M","18-25",1,1
"883","ALEXANDER","UNA","I","NL","M","26-40",2,18
"884","ALEXANDER","UNA","I","NL","M","41-65",4,26
"885","ALEXANDER","UNA","I","NL","M","66+",1,6
"886","ALEXANDER","UNA","I","UN","F","41-65",1,NA
"887","ALEXANDER","UNA","I","UN","M","18-25",1,NA
"888","ALEXANDER","UNA","I","UN","M","41-65",2,NA
"889","ALEXANDER","UNA","M","HL","F","18-25",3,2
"890","ALEXANDER","UNA","M","NL","F","26-40",1,23
"891","ALEXANDER","UNA","M","NL","F","41-65",1,40
"892","ALEXANDER","UNA","M","NL","M","18-25",2,23
"893","ALEXANDER","UNA","M","NL","M","26-40",2,21
"894","ALEXANDER","UNA","M","NL","M","41-65",2,28
"895","ALEXANDER","UNA","M","NL","M","66+",1,9
"896","ALEXANDER","UNA","M","UN","M","41-65",1,NA
"897","ALEXANDER","UNA","O","HL","F","18-25",12,46
"898","ALEXANDER","UNA","O","HL","F","26-40",9,100
"899","ALEXANDER","UNA","O","HL","F","41-65",3,54
"900","ALEXANDER","UNA","O","HL","F","66+",1,2
"901","ALEXANDER","UNA","O","HL","M","18-25",12,55
"902","ALEXANDER","UNA","O","HL","M","26-40",6,147
"903","ALEXANDER","UNA","O","HL","M","41-65",4,85
"904","ALEXANDER","UNA","O","HL","M","66+",2,3
"905","ALEXANDER","UNA","O","NL","F","18-25",2,0
